step,reward,TD_Loss,Final Loss,ally_alive,enemy_alive,t_win_rate,intrinsic_1,intrinsic_2
91615,0.11739758402109146,0.36110973358154297,0.36110973358154297,1.0625,13.1640625,1.0,0.00020156698883511126,0.0014617792330682278
92805,0.11642429232597351,0.2683555483818054,0.2683555483818054,1.0390625,13.328125,1.0,0.00020132034842390567,0.0013890377013012767
166634,0.1298220008611679,0.10739558935165405,0.10739558935165405,1.0546875,12.5625,1.0,0.00023348914692178369,0.0016698447288945317
170935,0.13182757794857025,0.10606188327074051,0.10606188327074051,1.09375,12.3515625,1.0,0.00024096340348478407,0.0017361699137836695
211810,0.12808433175086975,0.09989184141159058,0.09989184141159058,1.09375,12.3125,1.0,0.00023512160987593234,0.0017467000288888812
250751,0.13362936675548553,0.08921387046575546,0.08921387046575546,1.078125,12.2421875,1.0,0.00024837281671352684,0.0015774909406900406
275105,0.1444566398859024,0.061445847153663635,0.061445847153663635,1.109375,11.5234375,1.0,0.0002772379375528544,0.001809854875318706
287802,0.1486702710390091,0.057549573481082916,0.057549573481082916,1.1015625,11.296875,1.0,0.000284917070530355,0.0017928443849086761
301524,0.14579170942306519,0.057023439556360245,0.057023439556360245,1.0390625,11.203125,1.0,0.00028170261066406965,0.0018787579610943794
318552,0.14959858357906342,0.05010366067290306,0.05010366067290306,1.109375,10.9609375,1.0,0.00029451557202264667,0.001953191589564085
326962,0.15099690854549408,0.056605469435453415,0.056605469435453415,1.1171875,11.03125,1.0,0.0002936862292699516,0.002030913019552827
332293,0.1455928236246109,0.09342335909605026,0.09342335909605026,1.0625,10.984375,1.0,0.0002869860327336937,0.001977906795218587
513135,0.1553506702184677,0.05194418132305145,0.05194418132305145,1.046875,10.34375,1.0,0.00029898210777901113,0.002109286142513156
549350,0.15351985394954681,0.07721105217933655,0.07721105217933655,1.1796875,10.453125,1.0,0.00029411367722786963,0.002060936763882637
550664,0.15478730201721191,0.05904306098818779,0.05904306098818779,1.078125,10.484375,1.0,0.00029319676104933023,0.002118822652846575
570108,0.15613482892513275,0.05934499204158783,0.05934499204158783,1.078125,10.171875,1.0,0.0002980365534313023,0.002244249451905489
654748,0.15875406563282013,0.06431029736995697,0.06431029736995697,1.03125,10.1953125,1.0,0.0002992299559991807,0.0023725032806396484
679112,0.16323234140872955,0.062072839587926865,0.062072839587926865,1.1015625,10.015625,1.0,0.0002985751780215651,0.0023875536862760782
801222,0.1729317158460617,0.08076101541519165,0.08076101541519165,1.109375,9.8046875,1.0,0.0003148802206851542,0.002720535034313798
808224,0.17003782093524933,0.0898321345448494,0.0898321345448494,1.0546875,9.9140625,1.0,0.00031625840347260237,0.0027835967484861612
817155,0.17514586448669434,0.0794912800192833,0.0794912800192833,1.0390625,9.8828125,1.0,0.00032150413608178496,0.0028392262756824493
845981,0.17073805630207062,0.07839861512184143,0.07839861512184143,1.0546875,9.6953125,1.0,0.00031306128948926926,0.002927225548774004
935701,0.16912128031253815,0.08523088693618774,0.08523088693618774,1.03125,9.6953125,1.0,0.0003161889617331326,0.00289551611058414
997755,0.16974636912345886,0.09740132838487625,0.09740132838487625,1.0390625,9.4140625,1.0,0.00031779889832250774,0.002970939502120018
1190641,0.17935192584991455,0.1022476851940155,0.1022476851940155,1.03125,9.1171875,1.0,0.0003284808772150427,0.003239668207243085
1192582,0.1669495552778244,0.11970101296901703,0.11970101296901703,1.125,8.8671875,1.0,0.00030382905970327556,0.003049448598176241
1278302,0.1774928718805313,0.119839608669281,0.119839608669281,1.0625,8.921875,1.0,0.00032166941673494875,0.003355788765475154
1285731,0.17873485386371613,0.11192160099744797,0.11192160099744797,1.0546875,8.765625,1.0,0.00032364914659410715,0.0034080580808222294
1291905,0.1718129962682724,0.11038036644458771,0.11038036644458771,1.1015625,8.6953125,1.0,0.00030681065982207656,0.0031748702749609947
1468932,0.17704640328884125,0.11995596438646317,0.11995596438646317,1.0703125,8.7734375,1.0,0.00031398158171214163,0.003421056317165494
1489067,0.18154892325401306,0.11522915959358215,0.11522915959358215,1.0546875,8.5703125,1.0,0.0003179257328156382,0.0033755465410649776
1516444,0.18568068742752075,0.13964366912841797,0.13964366912841797,1.0390625,8.59375,1.0,0.00032677207491360605,0.003607548773288727
1549234,0.18917196989059448,0.11984030157327652,0.11984030157327652,1.046875,8.8046875,1.0,0.0003283318073954433,0.0036610651295632124
1561887,0.1878710687160492,0.12331414222717285,0.12331414222717285,1.078125,8.6015625,1.0,0.0003306944272480905,0.0036754142493009567
1580742,0.18055647611618042,0.12073162198066711,0.12073162198066711,1.1015625,8.421875,1.0,0.00031657610088586807,0.00343605550006032
1689221,0.1892818957567215,0.13150237500667572,0.13150237500667572,1.046875,8.3359375,1.0,0.0003289261076133698,0.0036384102422744036
1809093,0.19733114540576935,0.3614634871482849,0.3614634871482849,1.0859375,8.1171875,1.0,0.0003393164952285588,0.003881952492520213
1853323,0.19579927623271942,0.12182849645614624,0.12182849645614624,1.0703125,8.3203125,1.0,0.00033491107751615345,0.00383018865250051
1868358,0.19404026865959167,0.1291971504688263,0.1291971504688263,1.1015625,8.5546875,1.0,0.00033020315458998084,0.0038189408369362354
1953748,0.2048996239900589,0.13424302637577057,0.13424302637577057,1.1640625,8.4921875,1.0,0.00034240924287587404,0.00411946652457118
1979670,0.1975610852241516,0.14397762715816498,0.14397762715816498,1.1171875,8.265625,1.0,0.00033256158349104226,0.003977031446993351
2017969,0.19755694270133972,0.17693017423152924,0.17693017423152924,1.0859375,8.1640625,1.0,0.0003303542616777122,0.003946802578866482
2053172,0.1907072216272354,0.1371011883020401,0.1371011883020401,1.078125,8.171875,1.0,0.0003179555060341954,0.0038881017826497555
2068289,0.20495708286762238,0.13584397733211517,0.13584397733211517,1.078125,8.4375,1.0,0.00033954522223211825,0.004051032941788435
2076096,0.1959470808506012,0.13760192692279816,0.13760192692279816,1.078125,8.0703125,1.0,0.00032496347557753325,0.0038578687235713005
2087132,0.20755940675735474,0.15559229254722595,0.15559229254722595,1.09375,8.0390625,1.0,0.00034309609327465296,0.004137042909860611
2121535,0.19658862054347992,0.14205531775951385,0.14205531775951385,1.078125,8.0859375,1.0,0.000327770016156137,0.004032948985695839
2129909,0.19772621989250183,0.1375003606081009,0.1375003606081009,1.1171875,8.3515625,1.0,0.00032656887196935713,0.003961869049817324
2199728,0.20427675545215607,0.16504502296447754,0.16504502296447754,1.046875,8.125,1.0,0.0003353572392370552,0.004117680247873068
2201041,0.20157182216644287,0.1634586900472641,0.1634586900472641,1.03125,7.8515625,1.0,0.00033283894299529493,0.004006574396044016
2267410,0.20521008968353271,0.14097478985786438,0.14097478985786438,1.078125,7.8515625,1.0,0.0003342021373100579,0.004127101041376591
2284947,0.19064506888389587,0.1446138322353363,0.1446138322353363,1.125,7.8203125,1.0,0.0003105381620116532,0.0038392518181353807
2318040,0.19712375104427338,0.1473425030708313,0.1473425030708313,1.1015625,7.640625,1.0,0.00032468902645632625,0.004054909106343985
2326754,0.2009781301021576,0.13526010513305664,0.13526010513305664,1.09375,7.640625,1.0,0.0003284570120740682,0.00406907731667161
2327775,0.20115861296653748,0.14771105349063873,0.14771105349063873,1.046875,7.578125,1.0,0.00032560157706029713,0.004108849447220564
2418342,0.20018954575061798,0.16481991112232208,0.16481991112232208,1.1328125,7.6015625,1.0,0.00032536013168282807,0.004055820405483246
2451115,0.19993175566196442,0.17511381208896637,0.17511381208896637,1.109375,7.7890625,1.0,0.0003281052631791681,0.004002088215202093
2456327,0.19049322605133057,0.15330490469932556,0.15330490469932556,1.1328125,7.7890625,1.0,0.0003105310897808522,0.0038315369747579098
2513831,0.19791528582572937,0.1822085976600647,0.1822085976600647,1.0703125,7.671875,1.0,0.00032244037720374763,0.003923514857888222
