step,reward,win_rate,mean_steps
188,5.727037584459459,0.0,24.625
10255,7.610958614864863,0.0,23.0625
20370,7.456397804054053,0.0,22.46875
30411,7.215582770270269,0.0,22.0625
40474,7.2211254222972965,0.0,22.0625
50508,7.057538006756756,0.0,21.8125
60529,7.244510135135133,0.0,21.6875
70690,7.204919763513512,0.0,21.5625
80741,7.248258023648647,0.0,22.1875
90903,7.14701224662162,0.0,21.15625
101075,7.666596283783782,0.0,22.78125
111161,7.669552364864864,0.0,22.90625
121284,7.583403716216216,0.0,23.25
131354,7.593433277027026,0.0,23.40625
141359,7.5922191722972965,0.0,22.9375
151452,7.872255067567567,0.0,23.65625
161572,8.038429054054053,0.0,28.1875
171735,7.895903716216216,0.0,24.03125
181818,7.821579391891891,0.0,23.5
191912,7.939611486486486,0.0,24.21875
201980,7.791649070945945,0.0,23.28125
212016,7.9222972972972965,0.0,24.125
222044,7.857210726351351,0.0,23.84375
232119,7.735272381756756,0.0,22.875
242304,7.664590371621621,0.0,22.8125
252473,7.7719066722972965,0.0,23.90625
262486,7.7776076858108105,0.0,23.25
272542,7.782041807432432,0.0,23.78125
282607,7.737119932432432,0.0,23.28125
292694,7.684807854729728,0.0,23.46875
302710,7.6586254222972965,0.0,22.75
312713,7.927417652027025,0.0,22.59375
322808,7.967694256756756,0.0,22.375
332847,8.017683699324323,0.0,22.8125
342996,7.7489970439189175,0.0,21.25
353064,7.785050675675675,0.0,23.125
363112,7.912690033783782,0.0,22.875
373129,8.203441722972972,0.0,23.25
383315,8.053895692567567,0.0,23.25
393340,7.831028293918918,0.0,23.28125
403455,7.900390625,0.0,23.625
413468,7.7788217905405395,0.0,22.65625
423523,7.943887246621621,0.0,22.34375
433661,8.112383868243242,0.0,22.65625
443724,7.897381756756756,0.0,22.0
453734,8.20143581081081,0.0,23.21875
463791,8.046558277027026,0.0,23.46875
473959,8.172772381756756,0.0,23.0
484134,8.056587837837839,0.0,22.75
494291,8.014094172297296,0.0,22.53125
504434,8.314136402027026,0.0,22.65625
514549,8.373469172297298,0.0,23.4375
524643,8.274598817567568,0.0,23.03125
534806,8.172930743243242,0.0,23.0625
544957,8.529930320945946,0.0,22.6875
555091,8.597709037162161,0.0,23.8125
565114,8.523859797297296,0.0,23.8125
575184,8.551414695945946,0.0,23.34375
585256,8.260557432432432,0.0,22.71875
595320,8.52956081081081,0.0,24.3125
