step,reward,TD_Loss,Final Loss,ally_alive,enemy_alive,t_win_rate,intrinsic_1,intrinsic_2
97153,0.13249269127845764,0.2449716031551361,0.2449716031551361,1.0390625,10.484375,1.0,0.00016989321738947183,0.0022364542819559574
98507,0.12762896716594696,0.22735057771205902,0.22735057771205902,1.0625,10.8203125,1.0,0.00015904563770163804,0.0021211581770330667
184470,0.1469271332025528,0.08021099865436554,0.08021099865436554,1.0390625,9.703125,1.0,0.00020607176702469587,0.0022244437132030725
189542,0.14487066864967346,0.08353892713785172,0.08353892713785172,1.0234375,9.8125,1.0,0.00020342310017440468,0.0022440648172050714
237647,0.14402952790260315,0.06606072932481766,0.06606072932481766,1.0390625,9.6953125,1.0,0.00020352831052150577,0.0021383268758654594
283749,0.14492979645729065,0.06309068202972412,0.06309068202972412,1.046875,9.7265625,1.0,0.00020239340665284544,0.002051492454484105
313116,0.1572037786245346,0.06097644940018654,0.06097644940018654,1.046875,8.7734375,1.0,0.00023585502640344203,0.0024063822347670794
328004,0.16134966909885406,0.05845874547958374,0.05845874547958374,1.03125,8.5390625,1.0,0.00024358513473998755,0.0024062790907919407
343945,0.16357794404029846,0.07375022023916245,0.07375022023916245,1.015625,8.5078125,1.0,0.00024414746440015733,0.0024664977099746466
362564,0.16683411598205566,0.06944067031145096,0.06944067031145096,1.0390625,8.234375,1.0,0.0002564358292147517,0.002526981057599187
372055,0.16584305465221405,0.06497839838266373,0.06497839838266373,1.0390625,8.3515625,1.0,0.0002552215592004359,0.0025494780857115984
378286,0.16757096350193024,0.06659528613090515,0.06659528613090515,1.0234375,8.0234375,1.0,0.0002579231222625822,0.0025684465654194355
573945,0.1825958490371704,0.09138081967830658,0.09138081967830658,1.0234375,7.8828125,1.0,0.0002701694902498275,0.0026309124659746885
616546,0.181330606341362,0.0941774994134903,0.0941774994134903,1.0234375,7.9375,1.0,0.00026354650617577136,0.002532748971134424
618150,0.1780128926038742,0.10054764896631241,0.10054764896631241,1.046875,7.6640625,1.0,0.00026666480698622763,0.002493790350854397
641004,0.18039602041244507,0.08540862053632736,0.08540862053632736,1.0546875,7.59375,1.0,0.000265840208157897,0.0025203407276421785
743130,0.18097683787345886,0.08338724076747894,0.08338724076747894,1.046875,7.171875,1.0,0.00026561462436802685,0.0024904566816985607
772181,0.17890353500843048,0.09877292811870575,0.09877292811870575,1.0625,7.078125,1.0,0.0002661499020177871,0.002598291030153632
916923,0.18711911141872406,0.09149361401796341,0.09149361401796341,1.0234375,6.4609375,1.0,0.00027588955708779395,0.00262282183393836
925382,0.19066032767295837,0.09086139500141144,0.09086139500141144,1.03125,6.1640625,1.0,0.000280187203316018,0.002719186944887042
935858,0.18920262157917023,0.10915827006101608,0.10915827006101608,1.1484375,6.1875,1.0,0.00028307983302511275,0.002807245124131441
971038,0.1918291449546814,0.161920428276062,0.161920428276062,1.1015625,6.2734375,1.0,0.0002815467305481434,0.0027286934200674295
